run,sample,sample_in_trigger_record,time_in_1ms_period_us,s11_mag_db,s11_phase_unwrapped_deg,master_power,slave_power,state,block_index,pulse_number_in_second,temp_C
PBS1_96R · 17:54:20,PBS1_96R,31,31.0,-8.122030693162026,-30.8935442721598,23.1085930184922,3.5609873809465604,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,32,32.0,-8.123378575551966,-30.897675106031155,23.11524557056129,3.560907186124803,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,33,33.0,-8.125828625858713,-30.88845432628608,23.110034466568106,3.5580965662931163,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,34,34.0,-8.128187715900525,-30.88368383522256,23.111749582077213,3.556428252499649,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,35,35.0,-8.128916267576741,-30.877196851404285,23.08331769883265,3.551457338376003,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,36,36.0,-8.130326825201312,-30.86708382631782,23.1050216917424,3.553642196084993,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,37,37.0,-8.130240412253663,-30.85877141215239,23.08521545753849,3.550666568267832,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,38,38.0,-8.129872112827604,-30.86025772438864,23.073893400044543,3.5492261332260053,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,39,39.0,-8.13072077176927,-30.86084243396096,23.096912359694628,3.5520727277463604,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,40,40.0,-8.133519101380978,-30.85564797763101,23.04184644935169,3.5413215971590644,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,41,41.0,-8.133846029240024,-30.850189521037606,23.11092540753729,3.5516710303743984,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,42,42.0,-8.13586433577366,-30.85180862126246,22.99495085092733,3.532206229079703,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,43,43.0,-8.137303017029767,-30.85466342340382,23.1298603389909,3.551752613899981,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,44,44.0,-8.136745224277703,-30.84937652837224,22.947739738832468,3.524239327779908,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,45,45.0,-8.138784325646261,-30.84606642994167,23.13187412815932,3.5508505008202635,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,46,46.0,-8.138747607236569,-30.85161430584652,22.965782388198768,3.5253844505850918,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,47,47.0,-8.142131891908718,-30.843927052321582,23.026117711553614,3.5318929455064048,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,48,48.0,-8.142663143782375,-30.83895664479662,14.635027137780517,2.2445393194832355,Treatment,17075,74,36.66237049440357
PBS1_96R · 17:54:20,PBS1_96R,49,49.0,-8.144874918473363,-30.83708933844461,8.296861080791773,1.2718219809983302,Treatment,17075,74,36.66237049440357
PBS2_96R · 18:05:02,PBS2_96R,2,2.0,-7.401624165454236,-36.973015457023926,8.300938296814685,1.5099576581753271,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,3,3.0,-7.402413993216038,-36.98320280935178,14.48802980019494,2.6349230174357063,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,4,4.0,-7.402321414699386,-36.994446736009785,22.727817375713293,4.133572788656728,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,5,5.0,-7.405042695108382,-37.02043567190832,22.21293863073091,4.037399707666903,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,6,6.0,-7.404527840860729,-37.03848290989312,22.541637872753203,4.097629469914327,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,7,7.0,-7.406604105971741,-37.04264997628925,22.23901396747084,4.040686131136676,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,8,8.0,-7.409364234626605,-37.05745048659644,22.417867337462603,4.070594780044521,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,9,9.0,-7.411619543138106,-37.07035599228556,22.27565436632345,4.042672091569269,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,10,10.0,-7.413158174711967,-37.06768199051664,22.33223288898416,4.051504547619994,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,11,11.0,-7.413983802661328,-37.07479863186761,22.28597353941321,4.042343641005765,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,12,12.0,-7.415119424486267,-37.09817057455226,22.27036193421265,4.038455788259619,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,13,13.0,-7.414496460139225,-37.10597368366353,22.286638271015217,4.041987053958892,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,14,14.0,-7.415360346015788,-37.11324632645908,22.253291317505223,4.0351363899104005,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,15,15.0,-7.417840148512514,-37.12477862368169,22.28428499665824,4.038449804398881,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,16,16.0,-7.420281193260781,-37.12829311441633,22.251699271314983,4.0302785444432905,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,17,17.0,-7.422225649449034,-37.12501509693922,22.277268917091654,4.03310364098476,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,18,18.0,-7.424551108993851,-37.125889030728814,22.25885980072493,4.027613641552072,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,19,19.0,-7.425372882628834,-37.12067330602007,22.256438235900323,4.02641352166661,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,20,20.0,-7.424007755026563,-37.126476411417215,22.236971986988067,4.024156604860605,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,21,21.0,-7.423902759406765,-37.12976546777799,22.228062685021367,4.022641566564041,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,22,22.0,-7.423399424076368,-37.13677296722828,22.21610252594269,4.02094311015425,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,23,23.0,-7.424365424020206,-37.14218521375722,22.207510899373496,4.018494160155238,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,24,24.0,-7.426652092781857,-37.15275706502408,22.20864270406467,4.016583574230554,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,25,25.0,-7.42885254876189,-37.15346816780893,22.207888733837702,4.014412700839051,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,26,26.0,-7.430425751539849,-37.15807821665795,22.20389052594646,4.012236295027369,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,27,27.0,-7.433281073689011,-37.16846197101636,22.19866260336661,4.008655205069547,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,28,28.0,-7.434053757992994,-37.1697853302303,22.187030402586707,4.0058418800796645,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,29,29.0,-7.43421309267466,-37.173811121975824,22.181111568854423,4.004626316616411,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,30,30.0,-7.43592606891359,-37.18405202254218,22.171426762314447,4.00129926732084,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,31,31.0,-7.437148911661096,-37.18961508290785,22.170240858116014,3.9999588192460074,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,32,32.0,-7.437761808991565,-37.19115517295321,22.17060255144103,3.999459613150774,Treatment,26898,898,36.891418876028055
PBS2_96R · 18:05:02,PBS2_96R,33,33.0,-7.437470615827491,-37.20200743753571,22.152459598382997,3.996454672354646,Treatment,26898,898,36.891418876028055
